num_balise_a,num_balise_img,num_balise_script,num_balise_link,num_balise_style,num_balise_iframe,num_balise_video,num_balise_audio,num_balise_embed,num_balise_object,num_balise_form,num_balise_meta,num_balise_cite,status_code,deep,response_time,body_length,body_entropy,js_code_entropy,has_password_field,has_file_upload,has_hidden_fields,num_links,num_html_link,other_link_ratio,n_redirects,is_json,json_num_keys,json_depth,json_num_suspicious_keys,json_is_array,json_avg_value_length,strict_transport_security,x_frame_options,x_content_type_options,content_security_policy,x_xss_protection,referrer_policy,permissions_policy,tech_wordpress,tech_joomla,tech_drupal,tech_laravel,tech_django,tech_express,tech_php,tech_aspnet,tech_jquery,tech_angular,tech_react,total_passive_issues,passive_high_count,passive_critical_count,code_body_total_vulns,code_body_critical_vulns,code_body_medium_vulns,code_body_high_vulns,code_body_low_vulns,code_body_max_score,code_scripts_total_vulns,code_scripts_high_vulns,code_scripts_critical_vulns,code_scripts_medium_vulns,code_scripts_low_vulns,fuzzer_SQLi,fuzzer_CMDi,fuzzer_InsecDeser,fuzzer_InsecUpload,fuzzer_BufOvr,fuzzer_CredsExpose,fuzzer_BrokenAuth,fuzzer_XSS,fuzzer_DirTrav,fuzzer_XXE,fuzzer_NoSQLi,fuzzer_LDAPi,fuzzer_InsecPerm,fuzzer_IDOR,fuzzer_SessFix,fuzzer_SSRF,fuzzer_SSTI,fuzzer_Prototype_Pollution,fuzzer_HTTP_Request_Smuggling,fuzzer_XPATH_Injection,fuzzer_GraphQLi,fuzzer_CORS,fuzzer_CSRF,fuzzer_RateLimit,fuzzer_InfoDisc,fuzzer_InsecCrypto,fuzzer_OpenRedirect,fuzzer_JWT,fuzzer_CRLF_Injection,fuzzer_RaceCondition,num_active_test,fuzer_ratio_vuln,fuzzer_ratio_indicators_matched,fuzzer_ration_status_changed,fuzzer_ratio_headers_changed,fuzzer_ratio_body_changed,fuzzer_max_score,url,labels
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,98.0,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,0.0333333333333333,0.0,0.9917582417582418,0.7197802197802198,0.9917582417582418,60.83,http://localhost:5050/accounts/sqli-login_bypass,['SQLi']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,75.17,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0.0333333333333333,0.0,1.0,0.7257617728531855,1.0,60.83,http://localhost:5050/sessions/insecupload-no_content_type_check,['InsecUpload']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,94.22,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,328,0.2,0.0518292682926829,1.0,0.3932926829268293,1.0,75.48,http://localhost:5050/documents/nosqli-auth_operator_bypass,['NoSQLi']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,118.52,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0.0333333333333333,0.0,1.0,0.7257617728531855,1.0,61.99,http://localhost:5050/reviews/ratelimit-login_endpoint_no_throttle,['RateLimit']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,98.74,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0.0333333333333333,0.0,1.0,0.7257617728531855,1.0,61.99,http://localhost:5050/articles/crlf_injection-log_injection_crlf,['CRLF_Injection']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,83.08,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,456,0.2,0.0614035087719298,1.0,0.5679824561403509,1.0,66.4,http://localhost:5050/bookings/xss-reflected_json_span,['XSS']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,106.83,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,441,0.2,0.0566893424036281,1.0,0.5532879818594104,1.0,66.28,http://localhost:5050/subscriptions/ssrf-url_fetch_json_webhook,['SSRF']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,139.85,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,0.0333333333333333,0.0,0.9917582417582418,0.7197802197802198,0.9917582417582418,61.99,http://localhost:5050/notifications/openredirect-post_login_next_param,['OpenRedirect']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,77.31,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0.0333333333333333,0.0,1.0,0.7267683772538142,1.0,61.99,http://localhost:5050/backups/insecdeser-yaml_unsafe_load,['InsecDeser']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,120.3,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0.0333333333333333,0.0,1.0,0.7247579529737206,0.9695712309820194,61.99,http://localhost:5050/imports/graphqli-no_query_depth_limit,['GraphQLi']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,109.69,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0.0333333333333333,0.0,1.0,0.7267683772538142,1.0,61.99,http://localhost:5050/settings/sqli-login_bypass,['SQLi']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,81.81,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,459,0.2,0.0610021786492374,1.0,0.5664488017429193,1.0,66.41,http://localhost:5050/teams/xss-reflected_json_span,['XSS']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,103.61,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,445,0.2,0.0561797752808988,1.0,0.5528089887640449,1.0,66.28,http://localhost:5050/organizations/ssrf-url_fetch_json_webhook,['SSRF']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,118.64,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0.0333333333333333,0.0,1.0,0.5684782608695652,1.0,61.99,http://localhost:5050/api/v1/products/ratelimit-login_endpoint_no_throttle,['RateLimit']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,75.67,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,0.0333333333333333,0.0,0.9935205183585312,0.5647948164146869,0.9935205183585312,61.99,http://localhost:5050/api/v1/orders/insecupload-no_content_type_check,['InsecUpload']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,82.95,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,524,0.2,0.032442748091603,0.9885496183206108,0.2309160305343511,0.9885496183206108,76.47,http://localhost:5050/api/v1/invoices/nosqli-auth_operator_bypass,['NoSQLi']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,115.0,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0.0333333333333333,0.0,1.0,0.5684782608695652,1.0,61.99,http://localhost:5050/api/v1/comments/xpath_injection-login_xpath_concat,['XPATH_Injection']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,128.03,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,0.0333333333333333,0.0,1.0,0.5690968443960827,1.0,61.99,http://localhost:5050/api/v1/files/racecondition-coupon_redeem_toctou_no_lock,['RaceCondition']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,82.58,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,653,0.2,0.0428790199081163,1.0,0.3920367534456355,1.0,66.41,http://localhost:5050/api/v1/reports/xss-reflected_json_span,['XSS']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,113.89,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,640,0.2,0.0390625,1.0,0.38125,1.0,66.27,http://localhost:5050/api/v1/tickets/ssrf-url_fetch_json_webhook,['SSRF']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,113.24,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,0.0333333333333333,0.0,1.0,0.5690968443960827,1.0,61.99,http://localhost:5050/api/v1/messages/csrf-generic_state_change_no_token,['CSRF']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,85.78,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0.0333333333333333,0.0,1.0,0.5684782608695652,1.0,61.99,http://localhost:5050/api/v1/tasks/insecdeser-pickle_b64_import,['InsecDeser']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,77.61,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,526,0.2,0.0342205323193916,0.988593155893536,0.2338403041825095,0.988593155893536,76.46,http://localhost:5050/api/v1/payments/nosqli-auth_operator_bypass,['NoSQLi']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,112.38,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,0.0333333333333333,0.0,0.9945828819068256,0.5666305525460456,0.9945828819068256,61.99,http://localhost:5050/api/v1/accounts/ssti-custom_template_field_form,['SSTI']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,113.83,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0.0333333333333333,0.0,1.0,0.5697167755991286,1.0,61.99,http://localhost:5050/api/v1/sessions/racecondition-withdraw_toctou_no_lock,['RaceCondition']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,86.4,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,648,0.2,0.0401234567901234,1.0,0.3904320987654321,1.0,66.41,http://localhost:5050/api/v1/reviews/xss-reflected_json_span,['XSS']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,108.35,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,640,0.2,0.0390625,1.0,0.3828125,1.0,66.28,http://localhost:5050/api/v1/articles/ssrf-url_fetch_json_webhook,['SSRF']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,135.07,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0.0333333333333333,0.0,1.0,0.5697167755991286,1.0,61.99,http://localhost:5050/api/v1/events/graphqli-no_query_depth_limit,['GraphQLi']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,93.17,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0.0333333333333333,0.0,1.0,0.5697167755991286,1.0,61.99,http://localhost:5050/api/v1/subscriptions/sqli-union_select_id,['SQLi']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,99.21,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,531,0.2,0.0338983050847457,0.9905838041431262,0.2467043314500941,0.9905838041431262,76.47,http://localhost:5050/api/v1/notifications/nosqli-auth_operator_bypass,['NoSQLi']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,98.1,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,645,0.2,0.0387596899224806,0.992248062015504,0.3798449612403101,0.992248062015504,66.28,http://localhost:5050/api/v1/logs/ssrf-url_fetch_json_webhook,['SSRF']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,121.66,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0.0333333333333333,0.0,1.0,0.5697167755991286,1.0,61.99,http://localhost:5050/api/v1/backups/inseccrypto-md5_unsalted_password,['InsecCrypto']
0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,80.94,153,4.599963902086099,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0.0333333333333333,0.0,1.0,0.5697167755991286,1.0,61.99,http://localhost:5050/api/v1/imports/insecupload-no_content_type_check,['InsecUpload']
